StockKeyLabel,FisheriesGuild,F_FMSY,catches,landings,discards,FMSY,F,SSB_MSYBtrigger,SSB,MSYBtrigger,Status,total
alf.27.nea,demersal,NA,NA,240,NA,NA,NA,NA,NA,NA,GREY,97485
bli.27.5b67,demersal,0.25,2669,2669,NA,0.12,0.03,1.35334666666667,101501,75000,GREEN,97485
bli.27.nea,demersal,NA,NA,348,0,NA,NA,NA,NA,NA,GREY,97485
bss.27.4bc7ad-h,demersal,0.591133004926108,1146,NA,NA,0.203,0.12,0.632231711845525,8513,13465,RED,97485
bss.27.6a7bj,demersal,NA,NA,0,NA,NA,NA,NA,NA,NA,GREY,97485
cod.27.6a,demersal,2.41379310344828,1890,1129,760,0.29,0.7,0.11785,2357,20000,RED,97485
cod.27.6b,demersal,NA,NA,62,NA,NA,NA,NA,NA,NA,GREY,97485
cod.27.7a,demersal,NA,257,226,30,NA,0.34,NA,NA,NA,GREY,97485
cod.27.7e-k,demersal,2.35977337110482,1565,1385,180,0.353,0.833,0.125242718446602,1290,10300,RED,97485
ele.2737.nea,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,GREY,97485
gfb.27.nea,demersal,NA,2016,1503,513,NA,NA,NA,NA,NA,GREY,97485
ghl.27.561214,demersal,1.34,NA,27141,NA,1,1.34,1.32,0.66,0.5,RED,97485
gur.27.3-8,demersal,NA,NA,3646,NA,NA,NA,NA,NA,NA,GREY,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
