type_var,year,typeTotal
France,2009,371.695543146116
France,2010,360.256535672503
France,2011,366.032515040556
France,2012,379.200062976946
France,2013,390.362718068062
France,2014,371.211973312223
France,2015,381.83998674861
France,2016,385.629782592498
France,2017,402.0102098075
France,2018,394.696252878889
Germany,2009,270.361669874386
Germany,2010,256.353961730096
Germany,2011,249.055763013249
Germany,2012,245.981089682313
Germany,2013,231.218995653688
Germany,2014,259.596570770998
Germany,2015,247.388709211998
Germany,2016,248.068771041
Germany,2017,221.075216282799
Germany,2018,249.617311408841
Germany,2019,1.25013928508
Ireland,2009,187.895563023833
Ireland,2010,218.748832968998
Ireland,2011,206.098452166164
Ireland,2012,229.169608311832
Ireland,2013,220.833649531168
Ireland,2014,226.938526882835
Ireland,2015,225.973693942336
Ireland,2016,242.925422337999
Ireland,2017,231.573657094999
Ireland,2018,227.320223158998
Netherlands,2009,91.560521733333
Netherlands,2010,110.05335495
Netherlands,2011,81.5578319000011
Netherlands,2012,104.322688408333
Netherlands,2013,94.4985273666663
Netherlands,2014,65.8166324750002
Netherlands,2015,67.872318833333
Netherlands,2016,89.6422576666663
Netherlands,2017,43.2877313333334
Netherlands,2018,68.2826344333329
Spain,2009,203.255907593683
Spain,2010,186.437450284149
Spain,2011,173.745311206645
Spain,2012,129.439727255669
Spain,2013,113.390228991003
Spain,2014,97.2821240431616
Spain,2015,95.6206572374933
Spain,2016,99.9502947388275
Spain,2017,107.846188203157
Spain,2018,105.028476520998
other,2009,98.0417139589744
other,2010,114.42900865
other,2011,158.245825155725
other,2012,176.106911037655
other,2013,189.244106212466
other,2014,191.41872459303
other,2015,187.78098576215
other,2016,174.533847880479
other,2017,205.081758318223
other,2018,98.6256569666666
