Year,StockKeyLabel,FisheriesGuild,Purpose,F,SSB,fishingPressureDescription,stockSizeDescription,landings,catches,discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger
2001,had.27.6b,demersal,Advice,0.429,6607,F (ages 2-5),SSB,1918,1918,1535,2018,0.69,0.46,10200,6800,0.2,10200
2002,had.27.6b,demersal,Advice,0.484,6916,F (ages 2-5),SSB,2571,2571,4152,2018,0.69,0.46,10200,6800,0.2,10200
2003,had.27.6b,demersal,Advice,0.697,13526,F (ages 2-5),SSB,5961,5961,5521,2018,0.69,0.46,10200,6800,0.2,10200
2004,had.27.6b,demersal,Advice,0.669,16286,F (ages 2-5),SSB,6400,6400,883,2018,0.69,0.46,10200,6800,0.2,10200
2005,had.27.6b,demersal,Advice,0.4,15858,F (ages 2-5),SSB,5191,5191,505,2018,0.69,0.46,10200,6800,0.2,10200
2006,had.27.6b,demersal,Advice,0.267,13536,F (ages 2-5),SSB,2759,2759,386,2018,0.69,0.46,10200,6800,0.2,10200
2007,had.27.6b,demersal,Advice,0.5,10967,F (ages 2-5),SSB,3348,3348,2242,2018,0.69,0.46,10200,6800,0.2,10200
2008,had.27.6b,demersal,Advice,0.493,23517,F (ages 2-5),SSB,4205,4205,2100,2018,0.69,0.46,10200,6800,0.2,10200
2009,had.27.6b,demersal,Advice,0.421,15226,F (ages 2-5),SSB,3237,3237,1557,2018,0.69,0.46,10200,6800,0.2,10200
2010,had.27.6b,demersal,Advice,0.306,12679,F (ages 2-5),SSB,3404,3404,306,2018,0.69,0.46,10200,6800,0.2,10200
2011,had.27.6b,demersal,Advice,0.26,7742,F (ages 2-5),SSB,1905,1905,152,2018,0.69,0.46,10200,6800,0.2,10200
2012,had.27.6b,demersal,Advice,0.154,7717,F (ages 2-5),SSB,710,710,16,2018,0.69,0.46,10200,6800,0.2,10200
2013,had.27.6b,demersal,Advice,0.08,4607,F (ages 2-5),SSB,825,825,1143,2018,0.69,0.46,10200,6800,0.2,10200
2014,had.27.6b,demersal,Advice,0.508,3155,F (ages 2-5),SSB,1675,1675,274,2018,0.69,0.46,10200,6800,0.2,10200
2015,had.27.6b,demersal,Advice,0.241,17463,F (ages 2-5),SSB,2445,2445,527,2018,0.69,0.46,10200,6800,0.2,10200
2016,had.27.6b,demersal,Advice,0.072,21498,F (ages 2-5),SSB,2585,2585,301,2018,0.69,0.46,10200,6800,0.2,10200
2017,had.27.6b,demersal,Advice,0.157,27697,F (ages 2-5),SSB,4610,4610,396,2018,0.69,0.46,10200,6800,0.2,10200
2018,had.27.6b,demersal,Advice,NA,26704,F (ages 2-5),SSB,NA,NA,NA,2018,0.69,0.46,10200,6800,0.2,10200
1993,had.27.7a,demersal,Advice,0.672,2391,F,SSB,813,1178,365,2019,0.53,0.38,4160,2994,0.28,4280
1994,had.27.7a,demersal,Advice,0.699,2234,F,SSB,1042,1510,468,2019,0.53,0.38,4160,2994,0.28,4280
1995,had.27.7a,demersal,Advice,0.926,2376,F,SSB,1736,2516,780,2019,0.53,0.38,4160,2994,0.28,4280
1996,had.27.7a,demersal,Advice,0.739,4879,F,SSB,2981,3690,709,2019,0.53,0.38,4160,2994,0.28,4280
1997,had.27.7a,demersal,Advice,0.924,4066,F,SSB,3547,4442,895,2019,0.53,0.38,4160,2994,0.28,4280
1998,had.27.7a,demersal,Advice,0.97,8209,F,SSB,4874,5889,1015,2019,0.53,0.38,4160,2994,0.28,4280
1999,had.27.7a,demersal,Advice,1.431,5648,F,SSB,4095,4729,634,2019,0.53,0.38,4160,2994,0.28,4280
2000,had.27.7a,demersal,Advice,1.014,2727,F,SSB,1357,2159,802,2019,0.53,0.38,4160,2994,0.28,4280
2001,had.27.7a,demersal,Advice,0.706,3873,F,SSB,2246,2515,269,2019,0.53,0.38,4160,2994,0.28,4280
2002,had.27.7a,demersal,Advice,0.901,2938,F,SSB,1817,2204,387,2019,0.53,0.38,4160,2994,0.28,4280
2003,had.27.7a,demersal,Advice,0.728,3518,F,SSB,1517,1906,390,2019,0.53,0.38,4160,2994,0.28,4280
2004,had.27.7a,demersal,Advice,0.696,2636,F,SSB,1217,1609,392,2019,0.53,0.38,4160,2994,0.28,4280
2005,had.27.7a,demersal,Advice,0.571,2547,F,SSB,666,1217,551,2019,0.53,0.38,4160,2994,0.28,4280
2006,had.27.7a,demersal,Advice,0.326,3288,F,SSB,633,939,306,2019,0.53,0.38,4160,2994,0.28,4280
2007,had.27.7a,demersal,Advice,0.542,4298,F,SSB,886,1608,722,2019,0.53,0.38,4160,2994,0.28,4280
2008,had.27.7a,demersal,Advice,0.474,4416,F,SSB,786,1429,643,2019,0.53,0.38,4160,2994,0.28,4280
2009,had.27.7a,demersal,Advice,0.364,3848,F,SSB,581,1160,579,2019,0.53,0.38,4160,2994,0.28,4280
2010,had.27.7a,demersal,Advice,0.531,3344,F,SSB,679,1187,508,2019,0.53,0.38,4160,2994,0.28,4280
2011,had.27.7a,demersal,Advice,0.28,3037,F,SSB,446,753,307,2019,0.53,0.38,4160,2994,0.28,4280
2012,had.27.7a,demersal,Advice,0.29,3345,F,SSB,343,942,599,2019,0.53,0.38,4160,2994,0.28,4280
2013,had.27.7a,demersal,Advice,0.11,4287,F,SSB,254,536,282,2019,0.53,0.38,4160,2994,0.28,4280
2014,had.27.7a,demersal,Advice,0.148,5958,F,SSB,518,1006,488,2019,0.53,0.38,4160,2994,0.28,4280
2015,had.27.7a,demersal,Advice,0.132,12058,F,SSB,833,1485,652,2019,0.53,0.38,4160,2994,0.28,4280
2016,had.27.7a,demersal,Advice,0.091,15894,F,SSB,1008,1306,298,2019,0.53,0.38,4160,2994,0.28,4280
2017,had.27.7a,demersal,Advice,0.117,20049,F,SSB,1662,1995,333,2019,0.53,0.38,4160,2994,0.28,4280
2018,had.27.7a,demersal,Advice,0.154,20241,F,SSB,1993,2561,568,2019,0.53,0.38,4160,2994,0.28,4280
2019,had.27.7a,demersal,Advice,NA,18945,F,SSB,NA,NA,NA,2019,0.53,0.38,4160,2994,0.28,4280
1993,had.27.7b-k,demersal,Advice,1.087,7550,F,SSB,3348,4556,1208,2019,1.41,0.89,10000,6700,0.4,10000
1994,had.27.7b-k,demersal,Advice,1.064,8114,F,SSB,4131,6017,1886,2019,1.41,0.89,10000,6700,0.4,10000
1995,had.27.7b-k,demersal,Advice,0.838,7509,F,SSB,4470,6688,2218,2019,1.41,0.89,10000,6700,0.4,10000
1996,had.27.7b-k,demersal,Advice,0.83,19979,F,SSB,6756,11065,4309,2019,1.41,0.89,10000,6700,0.4,10000
1997,had.27.7b-k,demersal,Advice,0.703,29116,F,SSB,10827,13710,2883,2019,1.41,0.89,10000,6700,0.4,10000
1998,had.27.7b-k,demersal,Advice,0.746,22775,F,SSB,7928,8862,934,2019,1.41,0.89,10000,6700,0.4,10000
1999,had.27.7b-k,demersal,Advice,0.513,14458,F,SSB,4970,5556,586,2019,1.41,0.89,10000,6700,0.4,10000
2000,had.27.7b-k,demersal,Advice,0.655,17833,F,SSB,7499,10002,2503,2019,1.41,0.89,10000,6700,0.4,10000
2001,had.27.7b-k,demersal,Advice,0.696,29759,F,SSB,9278,12696,3418,2019,1.41,0.89,10000,6700,0.4,10000
2002,had.27.7b-k,demersal,Advice,1.238,36655,F,SSB,6488,13561,7073,2019,1.41,0.89,10000,6700,0.4,10000
2003,had.27.7b-k,demersal,Advice,0.653,25954,F,SSB,8292,17748,9456,2019,1.41,0.89,10000,6700,0.4,10000
2004,had.27.7b-k,demersal,Advice,0.774,43868,F,SSB,8777,15527,6750,2019,1.41,0.89,10000,6700,0.4,10000
2005,had.27.7b-k,demersal,Advice,0.814,30228,F,SSB,6787,11978,5191,2019,1.41,0.89,10000,6700,0.4,10000
2006,had.27.7b-k,demersal,Advice,0.508,23989,F,SSB,5593,8077,2484,2019,1.41,0.89,10000,6700,0.4,10000
2007,had.27.7b-k,demersal,Advice,0.406,25527,F,SSB,6781,9520,2739,2019,1.41,0.89,10000,6700,0.4,10000
2008,had.27.7b-k,demersal,Advice,0.724,24448,F,SSB,7455,18642,11187,2019,1.41,0.89,10000,6700,0.4,10000
2009,had.27.7b-k,demersal,Advice,0.57,36875,F,SSB,9608,18688,9080,2019,1.41,0.89,10000,6700,0.4,10000
2010,had.27.7b-k,demersal,Advice,0.591,38136,F,SSB,10262,26809,16547,2019,1.41,0.89,10000,6700,0.4,10000
2011,had.27.7b-k,demersal,Advice,0.463,86471,F,SSB,12879,27257,14378,2019,1.41,0.89,10000,6700,0.4,10000
2012,had.27.7b-k,demersal,Advice,0.572,69258,F,SSB,18376,28567,10191,2019,1.41,0.89,10000,6700,0.4,10000
2013,had.27.7b-k,demersal,Advice,0.491,43200,F,SSB,13424,15509,2085,2019,1.41,0.89,10000,6700,0.4,10000
2014,had.27.7b-k,demersal,Advice,0.509,28258,F,SSB,9854,13031,3177,2019,1.41,0.89,10000,6700,0.4,10000
2015,had.27.7b-k,demersal,Advice,0.478,43106,F,SSB,8545,15239,6694,2019,1.41,0.89,10000,6700,0.4,10000
2016,had.27.7b-k,demersal,Advice,0.619,33794,F,SSB,7594,17931,10337,2019,1.41,0.89,10000,6700,0.4,10000
2017,had.27.7b-k,demersal,Advice,0.627,38018,F,SSB,8097,16072,7975,2019,1.41,0.89,10000,6700,0.4,10000
2018,had.27.7b-k,demersal,Advice,0.773,24239,F,SSB,7109,12546,5436,2019,1.41,0.89,10000,6700,0.4,10000
2019,had.27.7b-k,demersal,Advice,NA,14205,F,SSB,NA,NA,NA,2019,1.41,0.89,10000,6700,0.4,10000
1957,her.27.6a7bc,pelagic,Advice,0.581,1.162,Fishing pressure: Relative,NA,48508,48508,NA,2019,NA,NA,NA,NA,NA,NA
1958,her.27.6a7bc,pelagic,Advice,0.755,1.181,Fishing pressure: Relative,NA,66494,66494,NA,2019,NA,NA,NA,NA,NA,NA
1959,her.27.6a7bc,pelagic,Advice,0.695,1.182,Fishing pressure: Relative,NA,70447,70447,NA,2019,NA,NA,NA,NA,NA,NA
1960,her.27.6a7bc,pelagic,Advice,0.49,1.444,Fishing pressure: Relative,NA,69160,69160,NA,2019,NA,NA,NA,NA,NA,NA
1961,her.27.6a7bc,pelagic,Advice,0.349,1.508,Fishing pressure: Relative,NA,52535,52535,NA,2019,NA,NA,NA,NA,NA,NA
1962,her.27.6a7bc,pelagic,Advice,0.506,1.43,Fishing pressure: Relative,NA,65594,65594,NA,2019,NA,NA,NA,NA,NA,NA
1963,her.27.6a7bc,pelagic,Advice,0.388,1.522,Fishing pressure: Relative,NA,54089,54089,NA,2019,NA,NA,NA,NA,NA,NA
1964,her.27.6a7bc,pelagic,Advice,0.367,1.703,Fishing pressure: Relative,NA,70403,70403,NA,2019,NA,NA,NA,NA,NA,NA
1965,her.27.6a7bc,pelagic,Advice,0.382,1.715,Fishing pressure: Relative,NA,76685,76685,NA,2019,NA,NA,NA,NA,NA,NA
1966,her.27.6a7bc,pelagic,Advice,0.477,2.525,Fishing pressure: Relative,NA,112834,112834,NA,2019,NA,NA,NA,NA,NA,NA
1967,her.27.6a7bc,pelagic,Advice,0.475,2.878,Fishing pressure: Relative,NA,109281,109281,NA,2019,NA,NA,NA,NA,NA,NA
1968,her.27.6a7bc,pelagic,Advice,0.37,2.739,Fishing pressure: Relative,NA,105345,105345,NA,2019,NA,NA,NA,NA,NA,NA
1969,her.27.6a7bc,pelagic,Advice,0.578,2.651,Fishing pressure: Relative,NA,126777,126777,NA,2019,NA,NA,NA,NA,NA,NA
1970,her.27.6a7bc,pelagic,Advice,0.83,2.399,Fishing pressure: Relative,NA,186236,186236,NA,2019,NA,NA,NA,NA,NA,NA
1971,her.27.6a7bc,pelagic,Advice,1.619,1.83,Fishing pressure: Relative,NA,222211,222211,NA,2019,NA,NA,NA,NA,NA,NA
1972,her.27.6a7bc,pelagic,Advice,0.993,2.053,Fishing pressure: Relative,NA,188230,188230,NA,2019,NA,NA,NA,NA,NA,NA
1973,her.27.6a7bc,pelagic,Advice,1.494,1.935,Fishing pressure: Relative,NA,246989,246989,NA,2019,NA,NA,NA,NA,NA,NA
1974,her.27.6a7bc,pelagic,Advice,2.145,1.238,Fishing pressure: Relative,NA,214749,214749,NA,2019,NA,NA,NA,NA,NA,NA
1975,her.27.6a7bc,pelagic,Advice,2.001,0.812,Fishing pressure: Relative,NA,152765,152765,NA,2019,NA,NA,NA,NA,NA,NA
1976,her.27.6a7bc,pelagic,Advice,2.002,0.638,Fishing pressure: Relative,NA,126409,126409,NA,2019,NA,NA,NA,NA,NA,NA
1977,her.27.6a7bc,pelagic,Advice,1.305,0.561,Fishing pressure: Relative,NA,61908,61908,NA,2019,NA,NA,NA,NA,NA,NA
1978,her.27.6a7bc,pelagic,Advice,0.888,0.587,Fishing pressure: Relative,NA,41871,41871,NA,2019,NA,NA,NA,NA,NA,NA
1979,her.27.6a7bc,pelagic,Advice,0.453,0.77,Fishing pressure: Relative,NA,22668,22668,NA,2019,NA,NA,NA,NA,NA,NA
1980,her.27.6a7bc,pelagic,Advice,0.466,1.031,Fishing pressure: Relative,NA,30430,30430,NA,2019,NA,NA,NA,NA,NA,NA
1981,her.27.6a7bc,pelagic,Advice,0.966,1.026,Fishing pressure: Relative,NA,76342,76342,NA,2019,NA,NA,NA,NA,NA,NA
1982,her.27.6a7bc,pelagic,Advice,1.446,0.879,Fishing pressure: Relative,NA,111569,111569,NA,2019,NA,NA,NA,NA,NA,NA
1983,her.27.6a7bc,pelagic,Advice,1.467,0.76,Fishing pressure: Relative,NA,96511,96511,NA,2019,NA,NA,NA,NA,NA,NA
1984,her.27.6a7bc,pelagic,Advice,1.017,1.044,Fishing pressure: Relative,NA,83462,83462,NA,2019,NA,NA,NA,NA,NA,NA
1985,her.27.6a7bc,pelagic,Advice,0.865,1.266,Fishing pressure: Relative,NA,62485,62485,NA,2019,NA,NA,NA,NA,NA,NA
1986,her.27.6a7bc,pelagic,Advice,0.981,1.287,Fishing pressure: Relative,NA,99549,99549,NA,2019,NA,NA,NA,NA,NA,NA
1987,her.27.6a7bc,pelagic,Advice,1.076,1.2,Fishing pressure: Relative,NA,92960,92960,NA,2019,NA,NA,NA,NA,NA,NA
1988,her.27.6a7bc,pelagic,Advice,0.839,1.382,Fishing pressure: Relative,NA,64691,64691,NA,2019,NA,NA,NA,NA,NA,NA
1989,her.27.6a7bc,pelagic,Advice,0.74,1.445,Fishing pressure: Relative,NA,63236,63236,NA,2019,NA,NA,NA,NA,NA,NA
1990,her.27.6a7bc,pelagic,Advice,0.92,1.235,Fishing pressure: Relative,NA,88662,88662,NA,2019,NA,NA,NA,NA,NA,NA
1991,her.27.6a7bc,pelagic,Advice,0.866,0.997,Fishing pressure: Relative,NA,66229,66229,NA,2019,NA,NA,NA,NA,NA,NA
1992,her.27.6a7bc,pelagic,Advice,0.943,0.739,Fishing pressure: Relative,NA,60841,60841,NA,2019,NA,NA,NA,NA,NA,NA
1993,her.27.6a7bc,pelagic,Advice,0.974,0.753,Fishing pressure: Relative,NA,68541,68541,NA,2019,NA,NA,NA,NA,NA,NA
1994,her.27.6a7bc,pelagic,Advice,1.056,0.569,Fishing pressure: Relative,NA,58338,58338,NA,2019,NA,NA,NA,NA,NA,NA
1995,her.27.6a7bc,pelagic,Advice,1.108,0.457,Fishing pressure: Relative,NA,57367,57367,NA,2019,NA,NA,NA,NA,NA,NA
1996,her.27.6a7bc,pelagic,Advice,1.138,0.607,Fishing pressure: Relative,NA,58639,58639,NA,2019,NA,NA,NA,NA,NA,NA
1997,her.27.6a7bc,pelagic,Advice,1.638,0.516,Fishing pressure: Relative,NA,62458,62458,NA,2019,NA,NA,NA,NA,NA,NA
1998,her.27.6a7bc,pelagic,Advice,1.805,0.604,Fishing pressure: Relative,NA,72248,72248,NA,2019,NA,NA,NA,NA,NA,NA
1999,her.27.6a7bc,pelagic,Advice,1.323,0.491,Fishing pressure: Relative,NA,55845,55845,NA,2019,NA,NA,NA,NA,NA,NA
2000,her.27.6a7bc,pelagic,Advice,1.161,0.392,Fishing pressure: Relative,NA,43008,43008,NA,2019,NA,NA,NA,NA,NA,NA
2001,her.27.6a7bc,pelagic,Advice,1.092,0.656,Fishing pressure: Relative,NA,40007,40007,NA,2019,NA,NA,NA,NA,NA,NA
2002,her.27.6a7bc,pelagic,Advice,1.255,0.761,Fishing pressure: Relative,NA,50740,50740,NA,2019,NA,NA,NA,NA,NA,NA
2003,her.27.6a7bc,pelagic,Advice,1.05,0.709,Fishing pressure: Relative,NA,44583,44583,NA,2019,NA,NA,NA,NA,NA,NA
2004,her.27.6a7bc,pelagic,Advice,0.979,0.61,Fishing pressure: Relative,NA,40186,40186,NA,2019,NA,NA,NA,NA,NA,NA
2005,her.27.6a7bc,pelagic,Advice,0.685,0.534,Fishing pressure: Relative,NA,30360,30360,NA,2019,NA,NA,NA,NA,NA,NA
2006,her.27.6a7bc,pelagic,Advice,1.062,0.486,Fishing pressure: Relative,NA,46539,46539,NA,2019,NA,NA,NA,NA,NA,NA
2007,her.27.6a7bc,pelagic,Advice,1.123,0.473,Fishing pressure: Relative,NA,47407,47407,NA,2019,NA,NA,NA,NA,NA,NA
2008,her.27.6a7bc,pelagic,Advice,0.902,0.386,Fishing pressure: Relative,NA,29394,29394,NA,2019,NA,NA,NA,NA,NA,NA
2009,her.27.6a7bc,pelagic,Advice,1.054,0.318,Fishing pressure: Relative,NA,28976,28976,NA,2019,NA,NA,NA,NA,NA,NA
2010,her.27.6a7bc,pelagic,Advice,1.265,0.321,Fishing pressure: Relative,NA,30118,30118,NA,2019,NA,NA,NA,NA,NA,NA
2011,her.27.6a7bc,pelagic,Advice,1.068,0.268,Fishing pressure: Relative,NA,24678,24678,NA,2019,NA,NA,NA,NA,NA,NA
2012,her.27.6a7bc,pelagic,Advice,0.994,0.31,Fishing pressure: Relative,NA,25087,25087,NA,2019,NA,NA,NA,NA,NA,NA
2013,her.27.6a7bc,pelagic,Advice,1.431,0.22,Fishing pressure: Relative,NA,26947,26947,NA,2019,NA,NA,NA,NA,NA,NA
2014,her.27.6a7bc,pelagic,Advice,1.61,0.149,Fishing pressure: Relative,NA,27123,27123,NA,2019,NA,NA,NA,NA,NA,NA
2015,her.27.6a7bc,pelagic,Advice,1.856,0.132,Fishing pressure: Relative,NA,19885,19885,NA,2019,NA,NA,NA,NA,NA,NA
2016,her.27.6a7bc,pelagic,Advice,0.62,0.188,Fishing pressure: Relative,NA,6937,6937,NA,2019,NA,NA,NA,NA,NA,NA
2017,her.27.6a7bc,pelagic,Advice,0.515,0.192,Fishing pressure: Relative,NA,6424,6424,NA,2019,NA,NA,NA,NA,NA,NA
2018,her.27.6a7bc,pelagic,Advice,0.501,0.142,Fishing pressure: Relative,NA,5557,5557,NA,2019,NA,NA,NA,NA,NA,NA
1958,her.27.irls,pelagic,Advice,0.12,233325,F,SSB,22978,22978,NA,2019,0.45,0.27,34000,54000,0.26,54000
1959,her.27.irls,pelagic,Advice,0.104,220788,F,SSB,15086,15086,NA,2019,0.45,0.27,34000,54000,0.26,54000
1960,her.27.irls,pelagic,Advice,0.118,208855,F,SSB,18283,18283,NA,2019,0.45,0.27,34000,54000,0.26,54000
1961,her.27.irls,pelagic,Advice,0.113,175958,F,SSB,15372,15372,NA,2019,0.45,0.27,34000,54000,0.26,54000
1962,her.27.irls,pelagic,Advice,0.183,170916,F,SSB,21552,21552,NA,2019,0.45,0.27,34000,54000,0.26,54000
1963,her.27.irls,pelagic,Advice,0.146,157804,F,SSB,17349,17349,NA,2019,0.45,0.27,34000,54000,0.26,54000
1964,her.27.irls,pelagic,Advice,0.092,176475,F,SSB,10599,10599,NA,2019,0.45,0.27,34000,54000,0.26,54000
1965,her.27.irls,pelagic,Advice,0.134,180087,F,SSB,19126,19126,NA,2019,0.45,0.27,34000,54000,0.26,54000
1966,her.27.irls,pelagic,Advice,0.193,174004,F,SSB,27030,27030,NA,2019,0.45,0.27,34000,54000,0.26,54000
1967,her.27.irls,pelagic,Advice,0.219,166671,F,SSB,27658,27658,NA,2019,0.45,0.27,34000,54000,0.26,54000
1968,her.27.irls,pelagic,Advice,0.237,168961,F,SSB,30236,30236,NA,2019,0.45,0.27,34000,54000,0.26,54000
1969,her.27.irls,pelagic,Advice,0.355,147456,F,SSB,44389,44389,NA,2019,0.45,0.27,34000,54000,0.26,54000
1970,her.27.irls,pelagic,Advice,0.325,111593,F,SSB,31727,31727,NA,2019,0.45,0.27,34000,54000,0.26,54000
1971,her.27.irls,pelagic,Advice,0.446,101635,F,SSB,31396,31396,NA,2019,0.45,0.27,34000,54000,0.26,54000
1972,her.27.irls,pelagic,Advice,0.55,88827,F,SSB,38203,38203,NA,2019,0.45,0.27,34000,54000,0.26,54000
1973,her.27.irls,pelagic,Advice,0.511,66939,F,SSB,26936,26936,NA,2019,0.45,0.27,34000,54000,0.26,54000
1974,her.27.irls,pelagic,Advice,0.486,51969,F,SSB,19940,19940,NA,2019,0.45,0.27,34000,54000,0.26,54000
1975,her.27.irls,pelagic,Advice,0.506,41249,F,SSB,15588,15588,NA,2019,0.45,0.27,34000,54000,0.26,54000
1976,her.27.irls,pelagic,Advice,0.378,38230,F,SSB,9771,9771,NA,2019,0.45,0.27,34000,54000,0.26,54000
1977,her.27.irls,pelagic,Advice,0.283,38727,F,SSB,7833,7833,NA,2019,0.45,0.27,34000,54000,0.26,54000
1978,her.27.irls,pelagic,Advice,0.262,37387,F,SSB,7559,7559,NA,2019,0.45,0.27,34000,54000,0.26,54000
1979,her.27.irls,pelagic,Advice,0.417,37090,F,SSB,10321,10321,NA,2019,0.45,0.27,34000,54000,0.26,54000
1980,her.27.irls,pelagic,Advice,0.534,33959,F,SSB,13130,13130,NA,2019,0.45,0.27,34000,54000,0.26,54000
1981,her.27.irls,pelagic,Advice,0.821,37537,F,SSB,17103,17103,NA,2019,0.45,0.27,34000,54000,0.26,54000
1982,her.27.irls,pelagic,Advice,0.446,58759,F,SSB,13000,13000,NA,2019,0.45,0.27,34000,54000,0.26,54000
1983,her.27.irls,pelagic,Advice,0.542,78168,F,SSB,24981,24981,NA,2019,0.45,0.27,34000,54000,0.26,54000
1984,her.27.irls,pelagic,Advice,0.46,80971,F,SSB,26779,26779,NA,2019,0.45,0.27,34000,54000,0.26,54000
1985,her.27.irls,pelagic,Advice,0.311,87319,F,SSB,20426,20426,NA,2019,0.45,0.27,34000,54000,0.26,54000
1986,her.27.irls,pelagic,Advice,0.356,95648,F,SSB,25024,25024,NA,2019,0.45,0.27,34000,54000,0.26,54000
1987,her.27.irls,pelagic,Advice,0.378,108449,F,SSB,26200,26200,NA,2019,0.45,0.27,34000,54000,0.26,54000
1988,her.27.irls,pelagic,Advice,0.225,112106,F,SSB,20447,20447,NA,2019,0.45,0.27,34000,54000,0.26,54000
1989,her.27.irls,pelagic,Advice,0.279,98534,F,SSB,23254,23254,NA,2019,0.45,0.27,34000,54000,0.26,54000
1990,her.27.irls,pelagic,Advice,0.242,91935,F,SSB,18404,18404,NA,2019,0.45,0.27,34000,54000,0.26,54000
1991,her.27.irls,pelagic,Advice,0.374,73439,F,SSB,25562,25562,NA,2019,0.45,0.27,34000,54000,0.26,54000
1992,her.27.irls,pelagic,Advice,0.473,73225,F,SSB,21127,21127,NA,2019,0.45,0.27,34000,54000,0.26,54000
1993,her.27.irls,pelagic,Advice,0.317,75914,F,SSB,18618,18618,NA,2019,0.45,0.27,34000,54000,0.26,54000
1994,her.27.irls,pelagic,Advice,0.315,82712,F,SSB,19300,19300,NA,2019,0.45,0.27,34000,54000,0.26,54000
1995,her.27.irls,pelagic,Advice,0.379,84144,F,SSB,23305,23305,NA,2019,0.45,0.27,34000,54000,0.26,54000
1996,her.27.irls,pelagic,Advice,0.302,74460,F,SSB,18816,18816,NA,2019,0.45,0.27,34000,54000,0.26,54000
1997,her.27.irls,pelagic,Advice,0.4,61708,F,SSB,20496,20496,NA,2019,0.45,0.27,34000,54000,0.26,54000
1998,her.27.irls,pelagic,Advice,0.435,49665,F,SSB,18041,18041,NA,2019,0.45,0.27,34000,54000,0.26,54000
1999,her.27.irls,pelagic,Advice,0.606,43794,F,SSB,18485,18485,NA,2019,0.45,0.27,34000,54000,0.26,54000
2000,her.27.irls,pelagic,Advice,0.605,44349,F,SSB,17191,17191,NA,2019,0.45,0.27,34000,54000,0.26,54000
2001,her.27.irls,pelagic,Advice,0.502,44550,F,SSB,15269,15269,NA,2019,0.45,0.27,34000,54000,0.26,54000
2002,her.27.irls,pelagic,Advice,0.195,57700,F,SSB,7465,7465,NA,2019,0.45,0.27,34000,54000,0.26,54000
2003,her.27.irls,pelagic,Advice,0.284,46422,F,SSB,11536,11536,NA,2019,0.45,0.27,34000,54000,0.26,54000
2004,her.27.irls,pelagic,Advice,0.359,43225,F,SSB,12743,12743,NA,2019,0.45,0.27,34000,54000,0.26,54000
2005,her.27.irls,pelagic,Advice,0.274,60953,F,SSB,9494,9494,NA,2019,0.45,0.27,34000,54000,0.26,54000
2006,her.27.irls,pelagic,Advice,0.118,75416,F,SSB,6944,6944,NA,2019,0.45,0.27,34000,54000,0.26,54000
2007,her.27.irls,pelagic,Advice,0.117,78923,F,SSB,7636,7636,NA,2019,0.45,0.27,34000,54000,0.26,54000
2008,her.27.irls,pelagic,Advice,0.07,93644,F,SSB,5872,5872,NA,2019,0.45,0.27,34000,54000,0.26,54000
2009,her.27.irls,pelagic,Advice,0.068,106082,F,SSB,5745,5745,NA,2019,0.45,0.27,34000,54000,0.26,54000
2010,her.27.irls,pelagic,Advice,0.09,114286,F,SSB,8370,8370,NA,2019,0.45,0.27,34000,54000,0.26,54000
2011,her.27.irls,pelagic,Advice,0.116,123378,F,SSB,11470,11470,NA,2019,0.45,0.27,34000,54000,0.26,54000
2012,her.27.irls,pelagic,Advice,0.225,112915,F,SSB,21820,21820,NA,2019,0.45,0.27,34000,54000,0.26,54000
2013,her.27.irls,pelagic,Advice,0.187,100858,F,SSB,16247,16247,NA,2019,0.45,0.27,34000,54000,0.26,54000
2014,her.27.irls,pelagic,Advice,0.278,79531,F,SSB,19574,19574,NA,2019,0.45,0.27,34000,54000,0.26,54000
2015,her.27.irls,pelagic,Advice,0.385,53288,F,SSB,18355,18355,NA,2019,0.45,0.27,34000,54000,0.26,54000
2016,her.27.irls,pelagic,Advice,0.578,35398,F,SSB,16318,16318,NA,2019,0.45,0.27,34000,54000,0.26,54000
2017,her.27.irls,pelagic,Advice,0.643,21999,F,SSB,10767,10767,NA,2019,0.45,0.27,34000,54000,0.26,54000
2018,her.27.irls,pelagic,Advice,0.333,22977,F,SSB,4418,4418,NA,2019,0.45,0.27,34000,54000,0.26,54000
2019,her.27.irls,pelagic,Advice,NA,22787,F,SSB,NA,NA,NA,2019,0.45,0.27,34000,54000,0.26,54000
1980,her.27.nirs,pelagic,Advice,0.289,13874,F,SSB,10613,10613,0,2019,0.397,0.286,11831,8500,0.266,11831
1981,her.27.nirs,pelagic,Advice,0.277,13924,F,SSB,4377,4377,0,2019,0.397,0.286,11831,8500,0.266,11831
1982,her.27.nirs,pelagic,Advice,0.264,14691,F,SSB,4855,4855,0,2019,0.397,0.286,11831,8500,0.266,11831
1983,her.27.nirs,pelagic,Advice,0.258,16217,F,SSB,3933,3933,0,2019,0.397,0.286,11831,8500,0.266,11831
1984,her.27.nirs,pelagic,Advice,0.263,17257,F,SSB,4066,4066,0,2019,0.397,0.286,11831,8500,0.266,11831
1985,her.27.nirs,pelagic,Advice,0.281,16205,F,SSB,9187,9187,0,2019,0.397,0.286,11831,8500,0.266,11831
1986,her.27.nirs,pelagic,Advice,0.29,18574,F,SSB,7440,7440,0,2019,0.397,0.286,11831,8500,0.266,11831
